Stewart Calculus Early Transcendentals 7e Video Examples (ET),,,,,,,
Chap/Section/SCalcET7 Video Example,Section,Example #,LIVE URL,English CC File name,Spanish CC File Name,Replacement?,comments
14.04.01,14.4,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_04_01.html,et_14_04_01_en.htm,et_14_04_01_es.htm,6et_14_04_01,
14.04.02,14.4,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_04_02.html,et_14_04_02_en.htm,et_14_04_02_es.htm,6et_14_04_02,
14.04.04a-b,14.4,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_04_04.html,et_14_04_04_en.htm,et_14_04_04_es.htm,6et_14_04_04,
14.5 The Chain Rule,,,,,,,
14.05.02,14.5,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_05_02.html,et_14_05_02_en.htm,et_14_05_02_es.htm,6et_14_05_02,
14.05.04,14.5,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_05_04.html,et_14_05_04_en.htm,et_14_05_04_es.htm,6et_14_05_04,
14.05.05,14.5,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_05_05.html,et_14_05_05_en.htm,et_14_05_05_es.htm,6et_14_05_05,
14.6 Directional Derivatives and the Gradient Vector,,,,,,,
14.06.04,14.6,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_06_04.html,et_14_06_04_en.htm,et_14_06_04_es.htm,6et_14_06_04,
14.06.05a-b,14.6,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_06_05.html,et_14_06_05_en.htm,et_14_06_05_es.htm,6et_14_06_05,
14.06.08,14.6,Example 8,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_06_08.html,et_14_06_08_en.htm,et_14_06_08_es.htm,6et_14_06_08,
14.7 Maximum and Minimum Values,,,,,,,
14.07.03,14.7,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_07_03.html,et_14_07_03_en.htm,et_14_07_03_es.htm,6et_14_07_03,
14.07.05,14.7,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_07_05.html,et_14_07_05_en.htm,et_14_07_05_es.htm,6et_14_07_05,
14.07.06,14.7,Example 6,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_07_06.html,et_14_07_06_en.htm,et_14_07_06_es.htm,6et_14_07_06,
14.8 Lagrange Multipliers,,,,,,,
14.08.01,14.8,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_08_01.html,et_14_08_01_en.htm,et_14_08_01_es.htm,6et_14_08_01,
14.08.02,14.8,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_08_02.html,et_14_08_02_en.htm,et_14_08_02_es.htm,6et_14_08_02,
14.08.05,14.8,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_14_08_05.html,et_14_08_05_en.htm,et_14_08_05_es.htm,6et_14_08_05,
Chapter 15: Multiple Integrals,,,,,,,
15.1 Double Integrals over Rectangles,,,,,,,
15.01.01,15.1,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_01_01.html,et_15_01_01_en.htm,et_15_01_01_es.htm,6et_15_01_01,
15.01.02,15.1,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_01_02.html,et_15_01_02_en.htm,et_15_01_02_es.htm,6et_15_01_02,
15.01.03,15.1,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_01_03.html,et_15_01_03_en.htm,et_15_01_03_es.htm,6et_15_01_03,
15.2 Interated Integrals,,,,,,,
15.02.02,15.2,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_02_02.html,et_15_02_02_en.htm,et_15_02_02_es.htm,6et_15_02_02,
15.02.03,15.2,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_02_03.html,et_15_02_03_en.htm,et_15_02_03_es.htm,6et_15_02_03,
15.02.04,15.2,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_02_04.html,et_15_02_04_en.htm,et_15_02_04_es.htm,6et_15_02_04,
15.3 Double Integrals over General Regions,,,,,,,
15.03.01,15.3,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_03_01.html,et_15_03_01_en.htm,et_15_03_01_es.htm,6et_15_03_01,
15.03.03,15.3,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_03_03.html,et_15_03_03_en.htm,et_15_03_03_es.htm,6et_15_03_03,
15.03.05,15.3,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_03_05.html,et_15_03_05_en.htm,et_15_03_05_es.htm,6et_15_03_05,
15.4 Double Integrals in Polar Coordinates,,,,,,,
15.04.02,15.4,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_04_02.html,et_15_04_02_en.htm,et_15_04_02_es.htm,6et_15_04_02,
15.04.03,15.4,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_04_03.html,et_15_04_03_en.htm,et_15_04_03_es.htm,6et_15_04_03,
15.04.04,15.4,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_04_04.html,et_15_04_04_en.htm,et_15_04_04_es.htm,6et_15_04_04,
15.5 Applications of Double Integrals,,,,,,,
15.05.02,15.5,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_05_02.html,et_15_05_02_en.htm,et_15_05_02_es.htm,6et_15_05_02,
15.05.03,15.5,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_05_03.html,et_15_05_03_en.htm,et_15_05_03_es.htm,6et_15_05_03,
15.05.04,15.5,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_15_05_04_05.html,et_15_05_04_05_en.htm,et_15_05_04_05_es.htm,empty,
15.05.05,15.5,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_15_05_04_05.html,et_15_05_04_05_en.htm,et_15_05_04_05_es.htm,empty,
15.6 Surface Area,,,,,,,
15.7 Triple Integrals,,,,,,,
15.07.01,15.7,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_15_07_01.html,et_15_07_01_en.htm,et_15_07_01_es.htm,7et_15_07_01,
15.07.03,15.7,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_15_07_03.html,et_15_07_03_en.htm,et_15_07_03_es.htm,7et_15_07_03,
15.07.06,15.7,Example 6,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_15_07_06.html ,et_15_07_05_en.htm,et_15_07_05_es.htm,7et_15_07_06,
15.8 Triple Integrals in Cylindrical Coordinates,,,,,,,
15.08.02,15.8,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_07_02.html,?,?,,
15.08.03,15.8,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_15_08_03.html,et_15_08_01_en.htm,et_15_08_01_es.htm,empty,
15.9 Triple Integrals in Spherical Coordinates,,,,,,,
15.09.01,15.9,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_08_01.html,et_15_08_01_en.htm,et_15_08_01_es.htm,empty,
15.09.02,15.9,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_08_02.html,?,?,,
15.09.03,15.9,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_08_03.html,et_15_08_03_en.htm,et_15_08_03_es.htm,6et_15_08_03,
15.09.04,15.9,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_15_08_04.html,et_15_08_04_en.htm,et_15_08_04_es.htm,6et_15_08_04,
15.10 Change of Variables in Multiple Integrals,,,,,,,
15.10.01,15.1,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_15_10_01.html,et_15_09_01_en.htm,et_15_09_01_es.htm,7et_15_10_01,
15.10.02,15.1,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_15_10_02.html,et_15_09_02_en.htm,et_15_09_02_es.htm,7et_15_10_02,
15.10.04,15.1,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_15_10_04.html,et_15_09_04_en.htm,et_15_09_04_es.htm,7et_15_10_04,
Chapter 16: Vector Calculus,,,,,,,
16.1 Vector Fields,,,,,,,
16.01.01,16.1,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_01_01.html,et_16_01_01_en.htm,et_16_01_01_es.htm,6et_16_01_01,
16.01.02,16.1,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_01_02.html,et_16_01_02_en.htm,et_16_01_02_es.htm,6et_16_01_02,
16.01.06,16.1,Example 6,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_01_06.html,et_16_01_06_en.htm,et_16_01_06_es.htm,6et_16_01_06,
16.2 Line Integrals,,,,,,,
16.02.03,16.2,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_02_03.html,et_16_02_03_en.htm,et_16_02_03_es.htm,6et_16_02_03,
16.02.04,16.2,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_02_04.html,et_16_02_04_en.htm,et_16_02_04_es.htm,6et_16_02_04,
16.02.05,16.2,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_02_05.html,et_16_02_05_en.htm,et_16_02_05_es.htm,6et_16_02_05,
16.3 The Fundamental Theorem for Line Integrals,,,,,,,
16.03.02,16.3,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_03_02.html,et_16_03_02_en.htm,et_16_03_02_es.htm,6et_16_03_02,
16.03.03,16.3,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_03_03.html,et_16_03_03_en.htm,et_16_03_03_es.htm,6et_16_03_03,
16.03.05,16.3,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_03_05.html,et_16_03_05_en.htm,et_16_03_05_es.htm,6et_16_03_05,
16.4 Green's Theorem,,,,,,,
16.04.02,16.4,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_04_02.html,et_16_04_02_en.htm,et_16_04_02_es.htm,6et_16_04_02,
16.04.04,16.4,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_04_04.html,et_16_04_04_en.htm,et_16_04_04_es.htm,6et_16_04_04,
16.04.05,16.4,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_04_05.html,et_16_04_05_en.htm,et_16_04_05_es.htm,6et_16_04_05,
16.5 Curl and Divergence,,,,,,,
16.05.02,16.5,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_05_02.html,et_16_05_02_en.htm,et_16_05_02_es.htm,6et_16_05_02,
16.05.03a-b,16.5,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_05_03.html,et_16_05_03_en.htm,et_16_05_03_es.htm,6et_16_05_03,
16.05.05,16.5,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_05_05.html,et_16_05_05_en.htm,et_16_05_05_es.htm,6et_16_05_05,
16.6 Parametric Surfaces and Their Areas,,,,,,,
16.06.04,16.6,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_06_04.html,et_16_06_04_en.htm,et_16_06_04_es.htm,6et_16_06_04,
16.06.06,16.6,Example 6,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_06_06.html,et_16_06_06_en.htm,et_16_06_06_es.htm,6et_16_06_06,
16.06.09,16.6,Example 9,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_06_09.html,et_16_06_09_en.htm,et_16_06_09_es.htm,6et_16_06_09,
16.06.11,16.6,Example 11,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_06_11.html,?,?,?,
16.7 Surface Integrals,,,,,,,
16.07.03,16.7,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_07_03.html,et_16_07_03_en.htm,et_16_07_03_es.htm,6et_16_07_03,
16.07.05,16.7,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_16_07_05.html,et_16_07_04_en.htm,et_16_07_04_es.htm,7et_16_07_05,
16.07.06,16.7,Example 6,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_07_06.html,et_16_07_06_en.htm,et_16_07_06_es.htm,6et_16_07_06,
16.8 Stokes' Theorem,,,,,,,
16.08.01,16.8,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_08_01.html,et_16_08_01_en.htm,et_16_08_01_es.htm,6et_16_08_01,
16.08.02,16.8,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_08_02.html,et_16_08_02_en.htm,et_16_08_02_es.htm,6et_16_08_02,
16.9 The Divergence Theorem,,,,,,,
16.09.01,16.9,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_09_01.html,et_16_09_01_en.htm,et_16_09_01_es.htm,6et_16_09_01,
16.09.02,16.9,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_16_09_02.html,et_16_09_02_en.htm,et_16_09_02_es.htm,6et_16_09_02,
16.10 Summary,,,,,,,
Chapter 17: Second-Order Differential Equations,,,,,,,
17.1 Second-Order Linear Equations,,,,,,,
17.01.03,17.1,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_17_01_03.html,et_17_01_03_en.htm,et_17_01_03_es.htm,6et_17_01_03,
17.01.04,17.1,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_17_01_04.html,et_17_01_04_en.htm,et_17_01_04_es.htm,6et_17_01_04,
17.01.07,17.1,Example 7,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_17_01_07.html,et_17_01_07_en.htm,et_17_01_07_es.htm,6et_17_01_07,
17.2 Nonhomogenous Linear Equations,,,,,,,
17.02.01,17.2,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_17_02_01.html,et_17_02_01_en.htm,et_17_02_01_es.htm,6et_17_02_01,
17.02.03,17.2,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_17_02_03.html,et_17_02_03_en.htm,et_17_02_03_es.htm,6et_17_02_03,
17.02.04,17.2,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_17_02_04.html,et_17_02_04_en.htm,et_17_02_04_es.htm,6et_17_02_04,
17.3 Applications of Second-Order Differential Equations,,,,,,,
17.03.01,17.3,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_17_03_01_02.html,et_17_03_01_02_en.htm,et_17_03_01_02_es.htm,empty,
17.03.02,17.3,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_17_03_01_02.html,et_17_03_01_02_en.htm,et_17_03_01_02_es.htm,empty,
17.03.03,17.3,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_17_03_03.html,et_17_03_03_en.htm,et_17_03_03_es.htm,6et_17_03_03,
17.4 Series Solutions,,,,,,,
17.04.01,17.4,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_17_04_01.html,et_17_04_01_en.htm,et_17_04_01_es.htm,6et_17_04_01,
17.04.02,17.4,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_17_04_02.html,et_17_04_02_en.htm,et_17_04_02_es.htm,6et_17_04_02,
